,category,filename,title,content
2099,tech,276.txt,EA to take on film and TV giants,video game giant electronic art say want become biggest entertainment firm world firm say want compete company disney achieve making game appeal mainstream audience publishes blockbuster title fifa john madden well video game version movie harry potter james bond film revenue £165bn 2004 hoped double 2009 biggest game publisher world 2004 title sold excess million copy nine biggestselling game last year published gerhard florin managing director european publishing said doubling industry five year rocket science said would take many year could challenge disney 2004 reported revenue 30bn £16bn remained goal company able bring people gaming game emotional florin predicted next round game console would give developer enough power create real emotion subtlety eye mouth 5000 polygon doesnt really sell emotion xbox main character 30000 50000 polygon said increased firepower finding nemo video game look like movie interactive florin said game sold adult played adult perception remained video game industry child goal bring game mass bring emotion said video game industry bigger music industry nobody queue music anymore cant ignore industry people queue game midnight desperate play said referring demand title grand theft auto andreas halo bolz vice president sale marketing europe said firm working give video game central role popular culture said company advanced stage discussion reality show viewer could control action character popular game sims idea could youre controlling family telling kitchen bedroom mechanism gamers world playing show said bolz also said planning international award show similar oscar grammys would combine video game music movie bolz said video game firm work closely celebrity people want play video game hero like robbie williams christina aguilera florin said challenge keep people playing there indication year come home work still want play game thats true thats challenge broadcaster watching biggest pastime present
2100,tech,277.txt,Tech helps disabled speed demons,organisation launched encourage disabled people involved aspect motorsport increasingly possible thanks technological innovation motorsport endeavour club left starting grid yesterday autosport international 2005 show birmingham several technology adapt vehicle display motorcycle racer tansley derby developed electronic sequential gear changer following accident resulted part left amputated needed find changing gear generally left tansley told news website simple term needed invent left foot initially quite heath robinson device tansley argue case allowed continue competing motorcycle racing governing body autocycle union time wouldnt amputee race eventually told could licence long raced sidecar tansleys invention proshift designed work hewland gearbox widely used motorcycle racing addition helping disabled rider compete tansley reckons proshift save least second competes isle result considerable interest product rider keen improve performance prejudiced sell ablebodied people joked another exhibit motorsport endeavour stand subaru impreza rally adapted accommodate variety disability vehicle belongs pararallying world rally school disabled driver based lincolnshire latest technology supplied italian company said rally driver dave hawkins run company car electronic throttle electronic brake electronic clutch weve turn anybody away hawkins paraplegic say customer included right left amputee quadriplegic people stroke woman four limb amputated pararallying us vauxhall astra automatic gearbox manual subaru imprezas display fitted duck clutch switch gear stick used instead clutch pedal also second ring behind steering wheel operate throttle hand operated brake rainey started competing motorsport 1974 continuing family tradition father murray former australian formula champion rainey senior modified sport racer accommodate daughter small stature could take part hill climb us ordinary road putting extension pedal cushion behind back raising seat competition everything right youll lose balance said bring everything back steering wheel steering column gear lever pedal recently took part london sydney marathon shared driving partner trevor engineering work designed system morris minor adaptation could totally removed minute motorsport endeavour club hoping putting technology display result disabled people becoming involved area sport every level
2101,tech,278.txt,Web photo storage market hots up,increasing number firm offering storage people digital photo collection digital camera gadget christmas 2004 worldwide sale camera totalled 24bn last year many people hard drive bulging photo service allow store share picture online becoming popular search firm google also offering complex tool managing personal photo library photo giant kodak offer website storage manages photo collection let user edit picture online provides printordering service service kodaks ofoto snapfish offer unlimited storage space require user print online site pixagogo charge monthly marcus hawkins editor digital camera magazine said file size picture increase storage becomes problem people using hard drive backing using online storage solution place store picture share picture family friend print photo many service aimed amateur casual digital photographer website geared enthusiast want share tip information photosig online community photographer critique others work tuesday google released free software organising finding digital photo stored computer hard drive tool called picasa automatically detects photo added whether sent email transferred digital camera software includes tool restoring colour removing well sharpening image photo uploaded site ofoto many people site edit improve favourite photograph ordering print hawkins added growth area order print online friend family also access picture want print rather place dump picture sharing vast majority picture remain hard drive search tool offered google become increasingly important historian archivist concerned need perfect picture mean poor quality print offered tantilising glimpse past disappear forever thing taking picture another finding said hawkins problem always existed many photo wallet tucked away somewhere
2102,tech,279.txt,Speak easy plan for media players,music film fan able control digital medium player speaking plan development firm scansoft gracenote developing technology give people access film music library simply voice control want give people handsfree access digital music film home move huge medium library player make finding single song hard voice commandandcontrol unlocks potential device store large digital music collection said ross blanchard vice president business development gracenote application radically change entertainment experience allowing driver enjoy entire music collection without ever taking hand steering wheel added gracenote provides music library information million different album jukebox apple itunes technology designed people play individual song movie collection saying name user also able request music fit mood occasion film saying actor name speech natural today consumer device particularly mobile environment said alan schwartz vice president speechworks division scansoft pairing voice technology gracenotes vast music database bring benefit speech technology host consumer device enable people access medium way theyve never imagined firm developing technology language english user also able information favourite song listening asking portable player becoming popular car number auto firm working apple device interface control firm ipod music player ten thousand song able stored player voice control would make finding elusive track elvis presley much easier firm gave indication whether ipod medium player mind voice control technology company estimate technology available fourth quarter 2005
2103,tech,280.txt,Cable offers video-on-demand,cable firm telewest launched videoondemand service battle satellite cable heat movie sony picture walt disney touchstone miramax columbia buena vista among offer service similar plus user pause fast forward rewind content cannot store programme could sound death knell channel telewest predicts allows demonstrate clear competitive advantage first time many year said telewest chief executive eric tveter videoondemand offer deeper range content currently exists le compromising around schedule le popular channel wayside said philip snalune director product telewest telewest customer bristol viewer glasgow first test service see raft movie offer hour rental year service extended cable region film range price archived movie £350 current release release initially offer include first date kill bill volume gothika station agent addition offering childrens programme adult content music video concert telewest launch similar service later year also offering viewer chance catch programme missed pick week service offer selection programme previous seven day eastenders casualty gear antique roadshow trialling similar service offering broadband user chance watch programme already broadcast telewest beginning £20m investment tvondemand also launch personal video recorder success give customer control programme satellite customer without cannot pause rewind fast forward programme service offer telewest tveter confident cable firm dent viewing figure terrestrial also gain huge competitive advantage offer best world household interest videoondemand said video rental store also watch back videoondemand better videostore living room convenient said said ruled possibility offering moment concentrating videoondemand recording mechanism whereas offering truly demand said spokesman company videoondemand added advantage requiring separate settop extra remote control added adam thomas analyst research firm informa medium belief time ripe videoondemand flourish remain dominant force time come telewest seem well placed successfully ride second wave enthusiasm marketed correctly could help sky lead said
2104,tech,281.txt,Cyber crime booms in 2004,last month seen dramatic growth almost every security threat plague window count known virus broke 100000 barrier number virus grew similarly phishing attempt conmen trick people handing confidential data recording growth rate attack becoming increasingly sophisticated also increase number network remotely controlled computer called net used malicious hacker conmen carry many different cyber crime biggest change 2004 waning influence hacker keen make name writing fastspreading virus said kevin hogan senior manager symantecs security response group although teenage virus writer still play around malicious code said hogan 2004 significant rise criminal malicious program financial incentive driving criminal technology said comment echoed graham cluley senior technology consultant antivirus firm sophos cluley said commercial world get involved thing really nasty virus writer hacker looking make tidy particular phishing attack typically fake version bank website grab login detail customer boomed 2004 portal lycos europe reported increase number phishing email message catching antiphishing working group reported number phishing attack target growing rate month fall victim attack find bank account cleaned good name ruined someone stealing identity change rank virus writer could mean massmailing virus attempt spread tricking people opening infected attachment email message efficient spreading virus said hogan noisy technically challenging opening month 2004 appearance netsky bagle mydoom mass mailer since surreptitious virus worm dominated hogan said worm writer interested recruiting take part net used send spam mount attack website september symantec released statistic showed number active computer rose 2000 30000 thanks net spam continued problem 2004 antispam firm report many case legitimate email shrunk le message part reason net become prevalent said change many virus created past many virus netsky work individual group contrast said hogan code virus gaobot spybot randex commonly held many group work produce variant time result 3000 variation spybot worm thats unprecedented said hogan make difficult coexisting exist easy understand chronology emergence first proper virus mobile phone also seen 2004 past threat smart phone largely theoretical virus created cripple phone existed laboratory rather wild june cabir virus discovered phone phone using bluetooth shortrange radio technology also released year mosquito game symbian phone surreptitiously sends message premium rate number november skull trojan came light cripple phone positive side finnish security firm fsecure said 2004 bestever year capture arrest sentencing virus writer criminallyminded hacker total eight virus writer arrested member socalled virus writing group sentenced highprofile arrest german teenager sven jaschen confessed behind netsky sasser virus family also shut carderplanet shadowcrew website used trade stolen credit card number
2105,tech,282.txt,Dublin hi-tech labs to shut down,dublin hitech research laboratory medium lab europe shut research centre started irish government massachusetts institute technology hotbed technology concept since opening 2000 centre developed idea implant teeth also aimed digital startup area centre supposed selffunded failed attract private cash injection need statement medium lab europe said decision close taken neither irish government prestigious usbased massachusetts institute technology willing fund prime minister bertie ahern wanted centre become draw smaller hitech company attempt regenerate area three dozen small firm attracted area thought effect dotcom recession damaged lab longterm survival lab needed million euro us13 million year corporate sponsor survive deep long recession said simon jones lab managing director pearson futurologist told news website closure real shame company worked lab looking rfid development video conferencing talented creative people came great idea helping ensure greater benefit technology society doubt individual quickly snapped research lab synergy working team lost noel dempsey government communication minister said ahern committed project know disappointed come time seemed right thing said unfortunately model sustainable current climate five year innovative unusual idea technology developed recent month patent application filed lab many concept science engineering psychology well technology thought idea commercially viable nearterm several research team explored human could react technology way entirely different human connectedness group example developed iband bracelet stored exchanged information relationship information could beamed another wearer people shook hand project looked using human sens like touch interact devoices could embedded environment body project examined brainwave could directly control computer game lab guinness brewery housed around people made staff researcher student collaborator parttime undergraduate student thought people lose job lab close february according latest account medium europe said spent million euro us106 million 2003 raised million euro us33 million
2106,tech,283.txt,Games help you 'learn and play',game player must control virtual people society could educational say research researcher suggested game sims could good teach language ravi purushotma belief world sims better teaching vocabulary grammar traditional method inherent game playing could help make learning language much le chore said purushotma must parent teacher worry lure video game computer console hard resist child really homework instead fearing computer game ravi purushotma belief educationalist particularly language teacher embrace game goal would break believe false assumption learning play inherently oppositional said belief phenomenal ability game sims others capture interest adolescent audience ripe exploitation hard part learning language said purushotma basic part learning different word refer used build sentence boring lesson drumming vocabulary pupil couched term understand made many language harder learn often teach foreign language right somewhat akin learning ride bike formally studying gravity said contrast said purushotma learning something like sims mean student feel like studying sims rely solely word information across player instead action computer controlled people interact world often make clear going incidental information could reinforce player student supposed learning said purushotma contrast many language lesson impart information tongue little context instance said version sims adapted teach german player misunderstood meant word energie action tired stumbling falling asleep would illustrate meaning necessary detailed textual information could called upon player student understanding drawback sims said purushotma lack spoken language help people brush pronunciation however online version sims people move meet neighbour know local town could adapted help although wishing claim first suggest using game help people learn purushotma belief educationalist missed potential help getting simulated person perform everyday activity makebelieve world described foreign language could powerful learning belief said educational software title suffer comparison slick graphic rich world found game said using preprepared game world sims never easier tool made creator fan make easy modify almost part game could make easy teacher adapt part game lesson hoping recreate wellpolished german learning sequel summer told news website encouraged hear others thinking experimenting japanese spanish earlier work colleague using civilisation teach student history showed could powerful realise solving society problem always come making single change report experiment said student began asking historical geographical question context game play using geography history tool game drawing inference social phenomenon based play purushotmas idea aired article journal language learning technology
2107,tech,284.txt,Hacker threat to Apple's iTunes,user apple music jukebox itunes need update software avoid potential security threat hacker build malicious playlist file could crash program seize control computer inserting trojan code version itunes available apple website solves problem security firm idefence notified user problem recommended user upgrade itunes version problem affect user itunes window running version earlier user automatically upgrade itunes opening look update window program security firm say user avoid clicking accessing playlist file file extension come unknown source itunes world popular online music store million song downloaded since launched 2003
2108,tech,285.txt,Format wars could 'confuse users',technology firm sony philip matsushita samsung developing common stop people pirating digital music video firm want make system ensures file play hardware make also thwart illegal copying move could mean confusion consumer already faced many different conflicting content control system expert warned guarantee system even prevent piracy currently many online store wrap downloadable file ownbrand control system mean played small number medium player system limit people file download known digital right management system setting alliance work common control system firm said hope current fragmentation file format joint statement firm said wanted consumer enjoy appropriately licensed video music device independent originally obtained content firm hope also make harder consumer make illegal copy music movie digital content bought called marlin joint development association alliance define basic specification every device made electronics firm conform marlin built technology right management firm intertrust well earlier system developed group known coral consortium move widely seen four firm decide destiny content control system instead sign pushed apple microsoft confusingly consumer technology come alliance alongside content control system rival firm microsoft apple many way different system akin different physical format betamax consumer seen past said fogg personal technology broadband analyst jupiter research difference fragmented said twohorse race five seven even eighthorse race fogg said consumer careful buying digital content ensure would play device said currently even incompatibility within family although initiative microsofts play sure program could help remove uncertainty said life likely confusing consumer time come shelley taylor analyst author report online music service said lock limit digital file done maximise cash firm make consumer apple itunes service perfect example said although itunes hugely successful apple could justify existence help sell ipod said said rampant competition online music service according recent figure could drive openness freer file format always work consumer need long said service long one listen consumer earliest taylor said limit legal download service place file could help explain continuing popularity filesharing system people hold pirated people want portability said peertopeer portability cory doctorow european coordinator electronic frontier foundation campaign consumer many cyberrights issue expressed doubt marlin system would achieve aim system ever prevented piracy illegal copying said said many firm readily admit system little protection skilled attacker organised crime gang responsible piracy instead said doctorow system intended control group electronics firm hold consumer studio label perceive opportunity sell medium ipod version auto version american version ringtone version
2109,tech,286.txt,Peer-to-peer nets 'here to stay',peertopeer network stay verge exploited commercial medium firm say panel industry expert several highprofile legal case filesharers resolved year firm keen make money technology expert panel probed future consumer electronics show vega earlier january first conviction piracy handed january william trowbridge michael chicoine pleaded guilty charge infringed copyright illegally sharing music movie software since first successful filesharing network napster forced close entertainment industry nervous critical technology blaming falling sale piracy going change soon according panel music film industry started legal case owner legitimate network illegal individual accused distributing pirated content network slowly realised good distribute content said travis kalanick founder chairman network swoosh soon going want slice waiting come business model work includes digital right management copyprotection standard legal action resolved experimentation cannot happen said michael wei president streamcast network remembering furore around vcr first came wei said medium always try stop medium cant stop control figure make money always make money court decided illegal technology film studio turned extremely lucrative business august 2004 franciscobased court appeal ruled favour grokster streamcast filesharing network court said essentially position sony 1980s battle said network could deemed illegal network usually rely dedicated server transfer file instead us direct connection computer client many different type system work different way net used share kind file like photo free software licensed music digital content already decided embrace technology aim offer programme download year technology distribute file would locked seven day programme aired making right management easier control technology still demonised misunderstood many global entertainment industry say billion copyrighted music file downloaded every month half million film downloaded legal music download service like apple itunes napster rushed music marketplace lure filesharers away free content sale legallydownloaded song grew tenfold 2004 million track bought online europe month ifpi reported week download service different network least financial aspect several moneyspinning model could turn golden commercial entertainment company paidforpassalong firm receive money time file shared along various solution advertiserbased option considered going different model commoditising said marc morgenstern vice president antipiracy firm overpeer consumer hungry discover model together agreed morgenstern many user continue ignore entertainment industry potential controlling grip content technology continuing creation unsigned band example network distribute music effectively also draw attention record company looking artist sign increasingly seeing consumercreated content said derek broes microsoft probably increasing role helping spread said looking p2ps future file sharing beginning network broes concerned issue resolved going aggressive movement protect content also way unimaginable said filesharing iceberg
2110,tech,287.txt,Text message record smashed,mobile owner continue break record text messaging latest figure showing billion text sent total 2004 figure collected mobile data association showed billion fired december alone highest monthly total ever december 2003 record even surpassed mdas prediction said every million message sent sign slow december bumper text record previous highest monthly total october 2004 billion sent text messaging smash record 2005 said forecast suggesting total billion year even though mobile becoming increasingly sophisticated much multimedia application texting still useful function mobile people using much booking cinema ticket text voting news sport text alert growing popular mobile owner also given chance donate disaster emergency committee asian tsunami fund texting donate simple short code number looking ahead year mdas chairman mike short predicted people online mobile estimating billion page impression handset gprs capability always connection rise mobile ownership growing five million 2005 third generation mobile offer highspeed connection mean data like video received phone globally mobile phone sale passed million third quarter 2004 according recent report analyst gartner previous year predicted would billion handset worldwide 2005
2111,tech,288.txt,Big war games battle it out,arrival title popular medal honor call duty franchise leaf fan wartime battle title spoilt choice acclaimed title call duty updated console format building many original element part longrunning medal honor series added pacific assault catalogue adapting console game rising call duty finest hour cast succession allied soldier fighting world battlefront including russia north africa traditional firstpersonviewed game let control character midst unit cohort constantly bark order nearidentical note medal honor pacific assault make feel part tightknit team plum middle allout action arena war pacific battle including guadalcanal pearl harbour play character throughout rather talkative soldier game rely carefully stagemanaged structure keep thing ticking along work brilliant device make feel part story tedious winning moment early scene pacific assault come attack famous base hawaii first ushered gunboat attacking incoming wave japanese plane made descend sinking battleship rescue crewman seizing antiaircraft gun finest setpieces ever seen video game notion shuffling player along studiously predetermined path forcibly witnessing series preset moment action perilous business make whole affair feel stilted rather organic genius something like half life skilfully disguise linear plotting various mean misdirection pair game really accomplish concerned imparting fullon atmospheric experience call duty come suitably bombastic score overblown presentation finest hour similar determination framing everything moody wartime music archive footage lot reflective voiceovers letting play number different role interesting ploy add dimension call duty endeavour even sacrifice narrative flow somewhat game drawback could said format taste differ wartime shooter often seem work better mouse control reason along sharper graphic topend computer muster apparent notion game allowed away subtlety call duty detailed plotwise graphically adaptation feel little rough ready targeting controller proved tricky helped unconvincing collisiondetection shoot enemy repeatedly zero question bullet refuse checkpoint shot happens regularly harshly back find covering vast tract scorched earth game want challenge many player like dynamic battlefield simulator experience even refined parent sense part action thoroughly impressive game feature military colleague disturbingly shot prone behaviour pacific assault particular command comment irritatingly meaningless teamwork element title like superficial designed atmosphere camaraderie rather affect gameplay mechanic game pacific assault get thing right including little point like autosaving intelligently tidier presentation engages well also look wonderful making lush tropical setting reminiscent glorious although ramp setting highspec machine finest hour mean original dazzling version sometimes feel underwhelming looking wartime game plenty atmosphere hearty abundance enemy shoot contented also niggling puzzlement break little ground rather competent
2117,tech,294.txt,Games win for Blu-ray DVD format,nextgeneration format bluray winning supporter rival according backer bluray backed firm including sony competing toshiba necbacked hddvd format choice future film game bluray association said thursday game giant electronic art vivendi would support format next generation dvd hold highdefinition video sound offer incredible 3dlike quality picture major hollywood studio game publisher extremely keen exploit coming year separate press conference consumer electronics show vega toshiba announced player technology would market 2005 move standard definition video image highdefinition image much greater need storage richard doherty panasonics hollywood laboratory pioneer bluray told news website utilising blue laserbased technology make optical laser disc hold time much today bluray disc able store 50gb highquality data toshibas hddvd hold 30gb doherty added making sure disc could satisfy highdefinition need including ability record onto dvd smaller disc camcorder toshiba bluray hopeful emerging format akin betamax fight 1980s resolved next year nextgeneration player start come player come able play standard dvd good news huge library current dvd support vivendi electronics art boost bluray battle supremacy gaming billion industry worldwide crucial film industry term money made technical requirement game development today demand advanced opticaldisc technology said michael heilmann chief technology officer vivendi universal bluray offer capacity performance highspeed internet connectivity take future gaming leading game developer publisher added delivery highdefinition game future vital bluray capacity functionality interactivity needed kind project planning sony recently announced would using technology next generation playstations doherty said gamers ravenous highquality graphic technology next generation title gamers especially working always focused capacity deliver texture deeper level delivering higherresolution playback added focus game moving forward increased immersion gaming company really like focus creating world involves creating complicated model texture increasing resolution increasing frame rate part getting immersive experience fitting model current technology mean compressing graphic much much quality lost game move photoreal capability current technology limiting thrilled advanced capacity start build immersive environment said doherty currently graphicsintensive game also require multiple disc installation highdefinition dvd need likewise console rely single disc dvd hold time data mean much better highresolution game bluray already backing major hollywood studio studio disney buena vista well technology firm like dell samsung phillips amongst others toshibas hddvd technology backing paramount universal warner bros real world benefit hddvd apparent obvious said cardwell president warner home video cardwell added rapid time market dependability significant factor choosing hddvd format courting microsoft format choice next generation xbox discussion still ongoing next generation dvd also able store image data largest consumer electronics show world run january
2123,tech,300.txt,Apple Mac mini gets warm welcome,mini welcomed apple fan industry expert user release tiny lowcost machine seen good move apple currently small share desktop computer market watcher analyst mini long help apple appeal mass consumer speculate mini bought ipod owner wanting easytouse administer second home computer bravest move made said jonny evans news editor macworld magazine evans said combination cost small size huge number ipod user could make success thought machine would appeal like apple technology balked paying high price hardware deeply affordable said plus know virus associated problem already said owning friend declared would buying interest product launched macworld expo strong website apple store show struggled cope demand according response statistic gathered netcraft many visiting apple store wake job speech suffered lengthy response time macworld expo site completely overwhelmed went offline think fundamentally good idea cheap even said nick ross deputy lab editor apple work making thing easy would also help mini fan said think people expect work really hesaid mini could find role home need second computer easy install administer said browsing email kind basic duty going absolutely adequate said ross fogg broadband personal technology analyst jupiter research agreed mini could popular apple hoping sale ipod halo effect sale said said apple seen premium brand said mini changed perception particularly good price apple said apple expects mini sell £339 adding extra larger hard drive memory networking option increase basic price sale january consumer interested style design small size majority ipod customer interested natural next step said fogg apple traditionally done well market mini aimed said fogg also expected many maker release copycat device reaction misgiving easy consumer ipod owner would find using machine said anyone wanting mini peripheral computer find something small sleek next hulking monitor theyd much likely pair mini flat panel monitor increase upgrade cost said flat screen monitor likely bought recently market machine also question whether mini work peripheral display keyboard mouse mini also fell short medium server video recorder well store digital music movie image people accumulate said fogg mini quite ready said right connector screen enough storage said fogg much computer dissenting opinion came brian gammage vicepresident research analyst gartner said dont think change world although mini cheap apple computer still expensive compared many also said appealed category consumer care buying home computer world pileemhigh sellemcheap market said pretty interchangeable since day apple ruled personal computing world market share long slow decline said every year something give market share kick start back said gammage release mini perfectly trend said
2124,tech,301.txt,Rivals of the £400 Apple...,mini cheapest apple computer ever though cheap compare cost amount dotlife try find money stick beige extremely small computer designed bring macintosh mass apple offer le powerful mini £339 £399 model 14ghz power chip gigabyte hard drive combined burnerdvd player come equipped firewire port peripheral connection ethernet port broadband port standard video output audioheadphone jackthe machine come apple operating system software suite ilife includes itunes iphoto imovie idvd garageband monitor keyboard mouse also builtin support wireless technology speaker lack burner omission backingup important software wireless burner added extra cost apple targeting people already main computer want upgrade especially user used apple ipod compact stylish mini would look place home apple computer famously user friendly offer much better network security mean fewer virus package software come machine best money mini dont already monitor adding package see value money begin dwindle mac dont offer upgrade flexibility machine specification lack horse power task highend video editing game mini put macintosh within reach everyone apple spokesman said bring customer platform especially user owner entrylevel machine designed basic home 26ghz intel celeron chip gigabyte hard drive 256mb combined burnerdvd player come equipped inch monitor keyboard mouse machine port ethernet port broadband connection there also port standard video output machine come window home edition provides basic home tool medium player word processor burner wireless component built wireless burner added extra cost home small office including looking cost second computer cost clear advantage dell provides enough power software basic gaming internet surfing easily upgradeable bigger hard drive better sound graphic card added dell hardly stylish hard drive small size anyone wanting store photo decent sized digital music collection machine small business people want second computer basic home perhaps kid bedroom spokesman dell said think offer better value realise extra needed mini desktop computer magazine dubbed best performer group test machine cost £399 £469 including good basic according superb upgrade potential money 18ghz sempron processor 512mb 120gb hard drive writer 16inch monitor mouse keyboard window much basic cannot handle graphic firewire slot limited budget want machine improve cash allows cheap plenty room improve could making expensive long good basic workhorse pretty monitor rather flatpanel display upgrade offered basic model pricey might find want chop change quite quickly nick ross deputy lab editor said important point buying cheap cheerful upgrade path interest switched processor power graphic sound card thats make difference game even manufacturer going marketing machine faster said theyll emphasise different feature computer built bit together surprisingly good sporting athlon 2500 processor megabyte graphic card board plus hard drive cdwriter player window home anything else youre building software want install troubleshooting tech support building machine easier used need read specification carefully make sure part work together experienced keen user building upgrading great improve understanding work cheap specify exactly want thrill putting together bigger thrill everything work built wont able much start buying software start wrong might take fixing gavin excellent buildyourownorguk website tough obtainbuild ever compact charming mini performancewise cutting edge barely entrylevel today market mini believe hold even pull trick say gavin good news machine eminently expandable contrast say mini almost disposable
2128,tech,305.txt,Mobiles get set for visual radio,growth mobile phone market past decade nothing le astonishing ability communicate reason hooked game camera music player added handset last year 2005 could another innovation wont change mobile phone habit might alter listen radio finnish handset giant nokia working technology called visual radio take existing signal radio station enables station enhancement information picture first time idea suggested early day digital radio similar intention never really light problem name visual radio lead people think television reidar wasenius senior project manager nokia adamant visual radio confused traditional medium said happy television talking enhancement radio know today visual radio enabled handset hear artist dont know there competition vote youd like participate pull handset click turn visual channel parallel onair broadcast youve listening visual channel computer within radio station sends different kind information handset depending listening well detail track artist particular song also ability interact immediately radio station similar digital television button content possible interactive content includes competition vote even chance rate song playing interactive aspect make service especially attractive radio station able track number people taking part activity realtime basis turn lead additional source revenue likely advertiser keen exploit opportunity reach listener visual radio content transmitted existing gprs technology would need service enabled network cost service well although depend usage enjoy visual channel occasionally interact itll three pound month said wasenius typically happening operator offering package deal arrangement month payment system could therefore similar broadband internet work versus dialup connection thing sure assuming nokia retains market share handset estimating million visual radioenabled mobile phone circulation 2006 basically visual radio really revolutionary rather evolution providing tool people participate radio much easily ever first visual radio service begin month time virgin radio positive impact could listener station manager steve taylor commented listener interact radio station give listener information music play mean instantly purchase thing like music downloads latest ticket initially visual radio functionality limited nokia handset soon 3230 7710 successful likely manufacturer want join listen interview radio five live website
2129,tech,306.txt,Gamers could drive high-definition,film game gearing time next revolution transform quality screen called highdefinition short already hugely popular japan according analyst image sound different equipment able receive signal needed though expensive europe gamers early adopter drive demand european wait least 2006 mainstream hdtv view need transmitted format people need special receiver display handle highquality resolution next generation console however expected start appearing 2005 start 2006 computer display plasma set already capable handling highresolution picture next generation console support mandatory mark tuffy game system director digital content firm told news website every game going playable consumer gone spent money hdtv content watch going blown away really highdetail picture going change really look gaming last year chris deering sonys european president made prediction million european household would hdtv set 2008 previous prediction analyst datamonitor figure million 2008 increase estimated 50000 set 2003 europe little point buying quite expensive technology £2000 programme film watch satellite broadcaster bskyb planning hdtv service 2006 intends produce content 2010 broadcast right format standard practicality updating equipment agreed content limited image made pixel across screen scan line screen standard picture made line pixel offer 1080 active line line made 1920 pixel mean picture time sharp standard probably gaming going thing going really able show look really adopted broadcaster explains tuffy gamers also ideal target audience always crave better quality graphic immersive gaming experience used spending money hardware match game requirement demographic changed sweet spot game industry gamer late mean likely higher disposable income afford price bigscreen highdefinition display technology projector earlier others higher capacity storage disc hddvd blueray standard next round game console allowing developer room detailed graphic console developer though offer production change could make game production slightly expensive think tuffy crossplatform development game becoming common easily able take game apply console say literally going point lord ring game example going closer closer actual film especially stuff transition move scene game almost seamless say transition completely seamless quality bigscreen cinema release could herald increasing convergence film gaming industry generation next game console industry really collide point say tuffy game could become le interactive movie
2130,tech,307.txt,How to make a greener computer,hitech industry starting environmentally aware bill thompson think time first four star petrol pumped vast quantity lead atmosphere drove around cambridge cant petrol lead additive better result chip giant intel recently began shipping computer circuit board lead free reflecting growing awareness part technology industry product designed built environmentally friendly way apart reducing toxic material like arsenic mercury cadmium heavy metal product manufacturing process also cleaned fewer complex potentially damaging organic chemical used solvent work going making power supply energy efficient since current transformer astonishingly wasteful charge laptop mobile music player aspect approach design product easier recycle phone computer toxic chemical heavy metal extracting tricky expensive welldesigned electronic component able recycled cost going important hardware manufacturer europe since august waste electronic electrical equipment directive oblige accept returned product recycling paying build thing expensive impossible take apart find profit something likely motivate appeal wider public interest might fall deaf ear time long depressing history developing technology complete disregard potential impact environment waiting crisis looming redesign cause le damage engine case point lead additive helped stop petrol vapour exploding early cylinder phenomenon called knocking simply used without real thought fact lead would atmosphere redesigning engine making petrol slightly different work took decade done seeing thing technology industry result billion device mobile phone antique handhelds recycled year come apple get people going buying mini throwing away keeping monitor peripheral even apple four fiveyearold computer good enough modern program unreasonable replace one looked around office find monitor handhelds three ancient laptop four antique mobile phone collection rechargeable battery even workstation longer really much enough hazardous waste monitor alone full arsenic lead possible component could useful could take council recycling centre 10mile drive away across town like many people commitment recycling shallow best cambridge green bin compostable waste glass can paper recycled black rest bottle bank clothing bank scattered around town supermarket park would much electronics recycling probably remember take mobile supermarket drop least eventually bill thompson regular commentator world service programme digital
